"","Overall","Value","Valor"
"14708",60,"€400K",400000
"14709",60,"€350K",350000
"14710",60,"€350K",350000
"14711",60,"€400K",400000
"14712",60,"€260K",260000
"14713",60,"€325K",325000
"14714",60,"€250K",250000
"14715",60,"€325K",325000
"14716",60,"€280K",280000
"14717",60,"€200K",200000
"14718",60,"€170K",170000
"14719",60,"€425K",425000
"14720",60,"€200K",200000
"14721",60,"€325K",325000
"14722",60,"€350K",350000
"14723",60,"€350K",350000
"14724",60,"€450K",450000
"14725",60,"€400K",400000
"14726",60,"€280K",280000
"14727",60,"€120K",120000
"14728",60,"€450K",450000
"14729",60,"€250K",250000
"14730",60,"€325K",325000
"14731",60,"€280K",280000
"14732",60,"€375K",375000
"14733",60,"€170K",170000
"14734",60,"€210K",210000
"14735",60,"€350K",350000
"14736",60,"€400K",400000
"14737",60,"€240K",240000
"14738",60,"€120K",120000
"14739",60,"€450K",450000
"14740",60,"€280K",280000
"14741",60,"€350K",350000
"14742",60,"€375K",375000
"14743",60,"€400K",400000
"14744",60,"€260K",260000
"14745",60,"€375K",375000
"14746",60,"€80K",80000
"14747",60,"€210K",210000
"14748",60,"€160K",160000
"14749",60,"€260K",260000
"14750",60,"€450K",450000
"14751",60,"€350K",350000
"14752",60,"€400K",400000
"14753",60,"€250K",250000
"14754",60,"€350K",350000
"14755",60,"€280K",280000
"14756",60,"€450K",450000
"14757",60,"€230K",230000
"14758",60,"€270K",270000
"14759",60,"€325K",325000
"14760",60,"€260K",260000
"14761",60,"€375K",375000
"14762",60,"€375K",375000
"14763",60,"€350K",350000
"14764",60,"€325K",325000
"14765",60,"€425K",425000
"14766",60,"€170K",170000
"14767",60,"€290K",290000
"14768",60,"€450K",450000
"14769",60,"€450K",450000
"14770",60,"€325K",325000
"14771",60,"€350K",350000
"14772",60,"€210K",210000
"14773",60,"€350K",350000
"14774",60,"€110K",110000
"14775",60,"€190K",190000
"14776",60,"€375K",375000
"14777",60,"€400K",400000
"14778",60,"€240K",240000
"14779",60,"€300K",300000
"14780",60,"€190K",190000
"14781",60,"€230K",230000
"14782",60,"€290K",290000
"14783",60,"€450K",450000
"14784",60,"€280K",280000
"14785",60,"€200K",200000
"14786",60,"€325K",325000
"14787",60,"€400K",400000
"14788",60,"€300K",300000
"14789",60,"€325K",325000
"14790",60,"€120K",120000
"14791",60,"€280K",280000
"14792",60,"€450K",450000
"14793",60,"€450K",450000
"14794",60,"€210K",210000
"14795",60,"€350K",350000
"14796",60,"€240K",240000
"14797",60,"€350K",350000
"14798",60,"€425K",425000
"14799",60,"€210K",210000
"14800",60,"€400K",400000
"14801",60,"€375K",375000
"14802",60,"€160K",160000
"14803",60,"€325K",325000
"14804",60,"€190K",190000
"14805",60,"€325K",325000
"14806",60,"€160K",160000
"14807",60,"€140K",140000
"14808",60,"€260K",260000
"14809",60,"€170K",170000
"14810",60,"€90K",90000
"14811",60,"€450K",450000
"14812",60,"€300K",300000
"14813",60,"€400K",400000
"14814",60,"€260K",260000
"14815",60,"€130K",130000
"14816",60,"€400K",400000
"14817",60,"€220K",220000
"14818",60,"€250K",250000
"14819",60,"€210K",210000
"14820",60,"€325K",325000
"14821",60,"€250K",250000
"14822",60,"€260K",260000
"14823",60,"€260K",260000
"14824",60,"€260K",260000
"14825",60,"€170K",170000
"14826",60,"€325K",325000
"14827",60,"€190K",190000
"14828",60,"€450K",450000
"14829",60,"€325K",325000
"14830",60,"€325K",325000
"14831",60,"€350K",350000
"14832",60,"€325K",325000
"14833",60,"€300K",300000
"14834",60,"€260K",260000
"14835",60,"€325K",325000
"14836",60,"€425K",425000
"14837",60,"€160K",160000
"14838",60,"€325K",325000
"14839",60,"€375K",375000
"14840",60,"€280K",280000
"14841",60,"€240K",240000
"14842",60,"€160K",160000
"14843",60,"€400K",400000
"14844",60,"€450K",450000
"14845",60,"€450K",450000
"14846",60,"€280K",280000
"14847",60,"€240K",240000
"14848",60,"€270K",270000
"14849",60,"€270K",270000
"14850",60,"€290K",290000
"14851",60,"€375K",375000
"14852",60,"€325K",325000
"14853",60,"€220K",220000
"14854",60,"€450K",450000
"14855",60,"€425K",425000
"14856",60,"€290K",290000
"14857",60,"€280K",280000
"14858",60,"€210K",210000
"14859",60,"€280K",280000
"14860",60,"€270K",270000
"14861",60,"€130K",130000
"14862",60,"€250K",250000
"14863",60,"€250K",250000
"14864",60,"€300K",300000
"14865",60,"€140K",140000
"14866",60,"€280K",280000
"14867",60,"€400K",400000
"14868",60,"€350K",350000
"14869",60,"€190K",190000
"14870",60,"€325K",325000
"14871",60,"€325K",325000
"14872",60,"€425K",425000
"14873",60,"€450K",450000
"14874",60,"€375K",375000
"14875",60,"€170K",170000
"14876",60,"€240K",240000
"14877",60,"€160K",160000
"14878",60,"€290K",290000
"14879",60,"€375K",375000
"14880",60,"€325K",325000
"14881",60,"€400K",400000
"14882",60,"€350K",350000
"14883",60,"€280K",280000
"14884",60,"€250K",250000
"14885",60,"€240K",240000
"14886",60,"€290K",290000
"14887",60,"€260K",260000
"14888",60,"€400K",400000
"14889",60,"€400K",400000
"14890",60,"€220K",220000
"14891",60,"€140K",140000
"14892",60,"€400K",400000
"14893",60,"€325K",325000
"14894",60,"€450K",450000
"14895",60,"€240K",240000
"14896",60,"€350K",350000
"14897",60,"€325K",325000
"14898",60,"€210K",210000
"14899",60,"€325K",325000
"14900",60,"€280K",280000
"14901",60,"€350K",350000
"14902",60,"€300K",300000
"14903",60,"€300K",300000
"14904",60,"€325K",325000
"14905",60,"€270K",270000
"14906",60,"€190K",190000
"14907",60,"€450K",450000
"14908",60,"€180K",180000
"14909",60,"€240K",240000
"14910",60,"€375K",375000
"14911",60,"€210K",210000
"14912",60,"€160K",160000
"14913",60,"€280K",280000
"14914",60,"€220K",220000
"14915",60,"€375K",375000
"14916",60,"€250K",250000
"14917",60,"€10K",10000
"14918",60,"€240K",240000
"14919",60,"€350K",350000
"14920",60,"€260K",260000
"14921",60,"€290K",290000
"14922",60,"€220K",220000
"14923",60,"€60K",60000
"14924",60,"€250K",250000
"14925",60,"€450K",450000
"14926",60,"€270K",270000
"14927",60,"€450K",450000
"14928",60,"€70K",70000
"14929",60,"€220K",220000
"14930",60,"€250K",250000
"14931",60,"€350K",350000
"14932",60,"€325K",325000
"14933",60,"€325K",325000
"14934",60,"€240K",240000
"14935",60,"€325K",325000
"14936",60,"€325K",325000
"14937",60,"€280K",280000
"14938",60,"€290K",290000
"14939",60,"€290K",290000
"14940",60,"€450K",450000
"14941",60,"€375K",375000
"14942",60,"€150K",150000
"14943",60,"€240K",240000
"14944",60,"€120K",120000
"14945",60,"€240K",240000
"14946",60,"€220K",220000
"14947",60,"€210K",210000
"14948",60,"€425K",425000
"14949",60,"€300K",300000
"14950",60,"€270K",270000
"14951",60,"€230K",230000
"14952",60,"€425K",425000
"14953",60,"€170K",170000
"14954",60,"€450K",450000
"14955",60,"€280K",280000
"14956",60,"€260K",260000
"14957",60,"€260K",260000
"14958",60,"€425K",425000
"14959",60,"€260K",260000
"14960",60,"€220K",220000
"14961",60,"€425K",425000
"14962",60,"€220K",220000
"14963",60,"€110K",110000
"14964",60,"€290K",290000
"14965",60,"€400K",400000
"14966",60,"€400K",400000
"14967",60,"€280K",280000
"14968",60,"€350K",350000
"14969",60,"€190K",190000
"14970",60,"€425K",425000
"14971",60,"€325K",325000
"14972",60,"€280K",280000
"14973",60,"€100K",100000
"14974",60,"€270K",270000
"14975",60,"€270K",270000
"14976",60,"€280K",280000
"14977",60,"€300K",300000
"14978",60,"€260K",260000
"14979",60,"€350K",350000
"14980",60,"€240K",240000
"14981",60,"€200K",200000
"14982",60,"€210K",210000
"14983",60,"€280K",280000
"14984",60,"€240K",240000
"14985",60,"€210K",210000
"14986",60,"€200K",200000
"14987",60,"€425K",425000
"14988",60,"€200K",200000
"14989",60,"€450K",450000
"14990",60,"€400K",400000
"14991",60,"€170K",170000
"14992",60,"€350K",350000
"14993",60,"€400K",400000
"14994",60,"€325K",325000
"14995",60,"€230K",230000
"14996",60,"€325K",325000
"14997",60,"€260K",260000
"14998",60,"€250K",250000
"14999",60,"€350K",350000
"15000",60,"€375K",375000
"15001",60,"€220K",220000
"15002",60,"€325K",325000
"15003",60,"€210K",210000
"15004",60,"€210K",210000
"15005",60,"€325K",325000
"15006",60,"€140K",140000
"15007",60,"€280K",280000
"15008",60,"€280K",280000
"15009",60,"€250K",250000
"15010",60,"€210K",210000
"15011",60,"€400K",400000
"15012",60,"€250K",250000
"15013",60,"€375K",375000
"15014",60,"€260K",260000
"15015",60,"€240K",240000
"15016",60,"€375K",375000
"15017",60,"€325K",325000
"15018",60,"€280K",280000
"15019",60,"€210K",210000
"15020",60,"€280K",280000
"15021",60,"€230K",230000
"15022",60,"€350K",350000
"15023",60,"€240K",240000
"15024",60,"€400K",400000
"15025",60,"€425K",425000
"15026",60,"€160K",160000
"15027",60,"€325K",325000
"15028",60,"€280K",280000
"15029",60,"€290K",290000
"15030",60,"€325K",325000
"15031",60,"€290K",290000
"15032",60,"€375K",375000
"15033",60,"€425K",425000
"15034",60,"€325K",325000
"15035",60,"€400K",400000
"15036",60,"€270K",270000
"15037",60,"€250K",250000
"15038",60,"€350K",350000
"15039",60,"€450K",450000
"15040",60,"€290K",290000
"15041",60,"€220K",220000
"15042",60,"€450K",450000
"15043",60,"€200K",200000
"15044",60,"€450K",450000
"15045",60,"€250K",250000
"15046",60,"€350K",350000
"15047",60,"€450K",450000
"15048",60,"€425K",425000
"15049",60,"€250K",250000
"15050",60,"€325K",325000
"15051",60,"€290K",290000
"15052",60,"€130K",130000
"15053",60,"€375K",375000
"15054",60,"€250K",250000
"15055",60,"€400K",400000
"15056",60,"€350K",350000
"15057",60,"€450K",450000
"15058",60,"€425K",425000
"15059",60,"€325K",325000
"15060",60,"€270K",270000
"15061",60,"€300K",300000
"15062",60,"€400K",400000
"15063",60,"€300K",300000
"15064",60,"€300K",300000
"15065",60,"€230K",230000
"15066",60,"€280K",280000
"15067",60,"€210K",210000
"15068",60,"€230K",230000
"15069",60,"€250K",250000
"15070",60,"€240K",240000
"15071",60,"€325K",325000
"15072",60,"€450K",450000
"15073",60,"€220K",220000
"15074",60,"€450K",450000
"15075",60,"€325K",325000
"15076",60,"€400K",400000
"15077",60,"€230K",230000
"15078",60,"€325K",325000
"15079",60,"€375K",375000
"15080",60,"€190K",190000
"15081",60,"€325K",325000
"15082",60,"€160K",160000
"15083",60,"€450K",450000
"15084",60,"€260K",260000
"15085",60,"€325K",325000
"15086",59,"€220K",220000
"15087",59,"€180K",180000
"15088",59,"€325K",325000
"15089",59,"€300K",300000
"15090",59,"€200K",200000
"15091",59,"€120K",120000
"15092",59,"€180K",180000
"15093",59,"€130K",130000
"15094",59,"€240K",240000
"15095",59,"€220K",220000
"15096",59,"€160K",160000
"15097",59,"€270K",270000
"15098",59,"€140K",140000
"15099",59,"€220K",220000
"15100",59,"€240K",240000
"15101",59,"€325K",325000
"15102",59,"€150K",150000
"15103",59,"€240K",240000
"15104",59,"€240K",240000
"15105",59,"€350K",350000
"15106",59,"€290K",290000
"15107",59,"€170K",170000
"15108",59,"€350K",350000
"15109",59,"€230K",230000
"15110",59,"€270K",270000
"15111",59,"€220K",220000
"15112",59,"€300K",300000
"15113",59,"€240K",240000
"15114",59,"€180K",180000
"15115",59,"€300K",300000
"15116",59,"€220K",220000
"15117",59,"€230K",230000
"15118",59,"€90K",90000
"15119",59,"€250K",250000
"15120",59,"€325K",325000
"15121",59,"€250K",250000
"15122",59,"€270K",270000
"15123",59,"€210K",210000
"15124",59,"€240K",240000
"15125",59,"€270K",270000
"15126",59,"€140K",140000
"15127",59,"€200K",200000
"15128",59,"€150K",150000
"15129",59,"€300K",300000
"15130",59,"€190K",190000
"15131",59,"€130K",130000
"15132",59,"€170K",170000
"15133",59,"€160K",160000
"15134",59,"€160K",160000
"15135",59,"€180K",180000
"15136",59,"€220K",220000
"15137",59,"€350K",350000
"15138",59,"€220K",220000
"15139",59,"€350K",350000
"15140",59,"€180K",180000
"15141",59,"€90K",90000
"15142",59,"€140K",140000
"15143",59,"€240K",240000
"15144",59,"€300K",300000
"15145",59,"€100K",100000
"15146",59,"€180K",180000
"15147",59,"€300K",300000
"15148",59,"€300K",300000
"15149",59,"€200K",200000
"15150",59,"€350K",350000
"15151",59,"€160K",160000
"15152",59,"€170K",170000
"15153",59,"€150K",150000
"15154",59,"€150K",150000
"15155",59,"€300K",300000
"15156",59,"€210K",210000
"15157",59,"€160K",160000
"15158",59,"€210K",210000
"15159",59,"€280K",280000
"15160",59,"€180K",180000
"15161",59,"€210K",210000
"15162",59,"€230K",230000
"15163",59,"€240K",240000
"15164",59,"€325K",325000
"15165",59,"€230K",230000
"15166",59,"€220K",220000
"15167",59,"€190K",190000
"15168",59,"€250K",250000
"15169",59,"€190K",190000
"15170",59,"€40K",40000
"15171",59,"€260K",260000
"15172",59,"€230K",230000
"15173",59,"€260K",260000
"15174",59,"€210K",210000
"15175",59,"€180K",180000
"15176",59,"€60K",60000
"15177",59,"€260K",260000
"15178",59,"€250K",250000
"15179",59,"€220K",220000
"15180",59,"€220K",220000
"15181",59,"€240K",240000
"15182",59,"€120K",120000
"15183",59,"€220K",220000
"15184",59,"€325K",325000
"15185",59,"€230K",230000
"15186",59,"€325K",325000
"15187",59,"€200K",200000
"15188",59,"€210K",210000
"15189",59,"€200K",200000
"15190",59,"€150K",150000
"15191",59,"€260K",260000
"15192",59,"€170K",170000
"15193",59,"€240K",240000
"15194",59,"€190K",190000
"15195",59,"€170K",170000
"15196",59,"€180K",180000
"15197",59,"€290K",290000
"15198",59,"€200K",200000
"15199",59,"€230K",230000
"15200",59,"€300K",300000
"15201",59,"€140K",140000
"15202",59,"€100K",100000
"15203",59,"€230K",230000
"15204",59,"€10K",10000
"15205",59,"€220K",220000
"15206",59,"€80K",80000
"15207",59,"€220K",220000
"15208",59,"€290K",290000
"15209",59,"€325K",325000
"15210",59,"€160K",160000
"15211",59,"€190K",190000
"15212",59,"€160K",160000
"15213",59,"€280K",280000
"15214",59,"€220K",220000
"15215",59,"€230K",230000
"15216",59,"€200K",200000
"15217",59,"€160K",160000
"15218",59,"€240K",240000
"15219",59,"€300K",300000
"15220",59,"€200K",200000
"15221",59,"€220K",220000
"15222",59,"€240K",240000
"15223",59,"€120K",120000
"15224",59,"€300K",300000
"15225",59,"€180K",180000
"15226",59,"€200K",200000
"15227",59,"€230K",230000
"15228",59,"€160K",160000
"15229",59,"€140K",140000
"15230",59,"€190K",190000
"15231",59,"€270K",270000
"15232",59,"€240K",240000
"15233",59,"€220K",220000
"15234",59,"€220K",220000
"15235",59,"€180K",180000
"15236",59,"€270K",270000
"15237",59,"€190K",190000
"15238",59,"€200K",200000
"15239",59,"€200K",200000
"15240",59,"€180K",180000
"15241",59,"€250K",250000
"15242",59,"€300K",300000
"15243",59,"€230K",230000
"15244",59,"€90K",90000
"15245",59,"€140K",140000
"15246",59,"€180K",180000
"15247",59,"€230K",230000
"15248",59,"€160K",160000
"15249",59,"€150K",150000
"15250",59,"€210K",210000
"15251",59,"€150K",150000
"15252",59,"€180K",180000
"15253",59,"€200K",200000
"15254",59,"€120K",120000
"15255",59,"€150K",150000
"15256",59,"€70K",70000
"15257",59,"€190K",190000
"15258",59,"€300K",300000
"15259",59,"€280K",280000
"15260",59,"€325K",325000
"15261",59,"€120K",120000
"15262",59,"€220K",220000
"15263",59,"€170K",170000
"15264",59,"€325K",325000
"15265",59,"€160K",160000
"15266",59,"€270K",270000
"15267",59,"€280K",280000
"15268",59,"€170K",170000
"15269",59,"€190K",190000
"15270",59,"€230K",230000
"15271",59,"€200K",200000
"15272",59,"€280K",280000
"15273",59,"€325K",325000
"15274",59,"€210K",210000
"15275",59,"€100K",100000
"15276",59,"€170K",170000
"15277",59,"€350K",350000
"15278",59,"€300K",300000
"15279",59,"€90K",90000
"15280",59,"€280K",280000
"15281",59,"€190K",190000
"15282",59,"€250K",250000
"15283",59,"€150K",150000
"15284",59,"€230K",230000
"15285",59,"€10K",10000
"15286",59,"€220K",220000
"15287",59,"€270K",270000
"15288",59,"€180K",180000
"15289",59,"€160K",160000
"15290",59,"€90K",90000
"15291",59,"€325K",325000
"15292",59,"€210K",210000
"15293",59,"€210K",210000
"15294",59,"€240K",240000
"15295",59,"€240K",240000
"15296",59,"€290K",290000
"15297",59,"€160K",160000
"15298",59,"€290K",290000
"15299",59,"€220K",220000
"15300",59,"€210K",210000
"15301",59,"€70K",70000
"15302",59,"€160K",160000
"15303",59,"€170K",170000
"15304",59,"€325K",325000
"15305",59,"€260K",260000
"15306",59,"€200K",200000
"15307",59,"€210K",210000
"15308",59,"€150K",150000
"15309",59,"€180K",180000
"15310",59,"€260K",260000
"15311",59,"€220K",220000
"15312",59,"€170K",170000
"15313",59,"€260K",260000
"15314",59,"€150K",150000
"15315",59,"€170K",170000
"15316",59,"€325K",325000
"15317",59,"€190K",190000
"15318",59,"€290K",290000
"15319",59,"€280K",280000
"15320",59,"€160K",160000
"15321",59,"€160K",160000
"15322",59,"€325K",325000
"15323",59,"€240K",240000
"15324",59,"€200K",200000
"15325",59,"€290K",290000
"15326",59,"€190K",190000
"15327",59,"€180K",180000
"15328",59,"€200K",200000
"15329",59,"€280K",280000
"15330",59,"€200K",200000
"15331",59,"€300K",300000
"15332",59,"€270K",270000
"15333",59,"€250K",250000
"15334",59,"€190K",190000
"15335",59,"€190K",190000
"15336",59,"€180K",180000
"15337",59,"€250K",250000
"15338",59,"€230K",230000
"15339",59,"€140K",140000
"15340",59,"€240K",240000
"15341",59,"€220K",220000
"15342",59,"€325K",325000
"15343",59,"€220K",220000
"15344",59,"€190K",190000
"15345",59,"€50K",50000
"15346",59,"€170K",170000
"15347",59,"€280K",280000
"15348",59,"€180K",180000
"15349",59,"€325K",325000
"15350",59,"€300K",300000
"15351",59,"€250K",250000
"15352",59,"€220K",220000
"15353",59,"€180K",180000
"15354",59,"€260K",260000
"15355",59,"€180K",180000
"15356",59,"€240K",240000
"15357",59,"€325K",325000
"15358",59,"€325K",325000
"15359",59,"€220K",220000
"15360",59,"€210K",210000
"15361",59,"€220K",220000
"15362",59,"€210K",210000
"15363",59,"€240K",240000
"15364",59,"€260K",260000
"15365",59,"€300K",300000
"15366",59,"€260K",260000
"15367",59,"€240K",240000
"15368",59,"€270K",270000
"15369",59,"€100K",100000
"15370",59,"€20K",20000
"15371",59,"€240K",240000
"15372",59,"€170K",170000
"15373",59,"€280K",280000
"15374",59,"€100K",100000
"15375",59,"€325K",325000
"15376",59,"€200K",200000
"15377",59,"€230K",230000
"15378",59,"€250K",250000
"15379",59,"€290K",290000
"15380",59,"€240K",240000
"15381",59,"€300K",300000
"15382",59,"€250K",250000
"15383",59,"€220K",220000
"15384",59,"€325K",325000
"15385",59,"€230K",230000
"15386",59,"€350K",350000
"15387",59,"€300K",300000
"15388",59,"€140K",140000
"15389",59,"€120K",120000
"15390",59,"€200K",200000
"15391",59,"€170K",170000
"15392",59,"€200K",200000
"15393",59,"€150K",150000
"15394",59,"€180K",180000
"15395",59,"€250K",250000
"15396",59,"€270K",270000
"15397",59,"€280K",280000
"15398",59,"€300K",300000
"15399",59,"€150K",150000
"15400",59,"€170K",170000
"15401",59,"€140K",140000
"15402",59,"€290K",290000
"15403",59,"€250K",250000
"15404",59,"€250K",250000
"15405",59,"€325K",325000
"15406",59,"€230K",230000
"15407",59,"€220K",220000
"15408",59,"€200K",200000
"15409",59,"€20K",20000
"15410",59,"€210K",210000
"15411",59,"€230K",230000
"15412",59,"€325K",325000
"15413",59,"€220K",220000
"15414",59,"€210K",210000
"15415",59,"€300K",300000
"15416",59,"€150K",150000
"15417",59,"€325K",325000
"15418",59,"€180K",180000
"15419",59,"€200K",200000
"15420",59,"€160K",160000
"15421",59,"€325K",325000
"15422",59,"€150K",150000
"15423",59,"€250K",250000
"15424",59,"€160K",160000
"15425",59,"€20K",20000
"15426",59,"€180K",180000
"15427",59,"€240K",240000
"15428",59,"€250K",250000
"15429",59,"€100K",100000
"15430",59,"€300K",300000
"15431",59,"€140K",140000
"15432",59,"€260K",260000
"15433",59,"€290K",290000
"15434",59,"€250K",250000
"15435",59,"€200K",200000
"15436",59,"€140K",140000
"15437",59,"€160K",160000
"15438",59,"€210K",210000
"15439",59,"€210K",210000
"15440",59,"€170K",170000
"15441",59,"€220K",220000
"15442",59,"€260K",260000
"15443",59,"€130K",130000
"15444",59,"€300K",300000
"15445",59,"€210K",210000
"15446",59,"€325K",325000
"15447",59,"€50K",50000
"15448",59,"€150K",150000
"15449",59,"€240K",240000
"15450",59,"€160K",160000
"15451",59,"€325K",325000
"15452",59,"€210K",210000
"15453",59,"€170K",170000
"15454",59,"€220K",220000
"15455",59,"€325K",325000
"15456",59,"€170K",170000
"15457",59,"€290K",290000
"15458",59,"€325K",325000
"15459",59,"€300K",300000
"15460",59,"€325K",325000
"15461",59,"€130K",130000
"15462",59,"€300K",300000
"15463",59,"€150K",150000
"15464",59,"€220K",220000
"15465",59,"€210K",210000
"15466",59,"€210K",210000
"15467",59,"€40K",40000
"15468",59,"€170K",170000
"15469",59,"€150K",150000
"15470",59,"€260K",260000
"15471",59,"€270K",270000
"15472",59,"€325K",325000
"15473",59,"€240K",240000
"15474",59,"€220K",220000
"15475",59,"€180K",180000
"15476",59,"€210K",210000
"15477",59,"€220K",220000
"15478",59,"€190K",190000
"15479",59,"€140K",140000
"15480",59,"€190K",190000
"15481",59,"€170K",170000
"15482",59,"€190K",190000
"15483",59,"€200K",200000
"15484",59,"€170K",170000
"15485",59,"€130K",130000
"15486",59,"€230K",230000
"15487",59,"€280K",280000
"15488",59,"€240K",240000
"15489",59,"€220K",220000
"15490",59,"€220K",220000
"15491",59,"€300K",300000
"15492",59,"€160K",160000
"15493",59,"€300K",300000
"15494",59,"€100K",100000
"15495",59,"€170K",170000
"15496",59,"€220K",220000
"15497",59,"€260K",260000
"15498",59,"€210K",210000
"15499",59,"€180K",180000
"15500",59,"€200K",200000
"15501",59,"€200K",200000
"15502",59,"€170K",170000
"15503",59,"€350K",350000
"15504",59,"€220K",220000
"15505",59,"€160K",160000
"15506",59,"€150K",150000
"15507",59,"€180K",180000
"15508",59,"€220K",220000
"15509",59,"€230K",230000
"15510",59,"€160K",160000
"15511",59,"€210K",210000
"15512",59,"€325K",325000
"15513",59,"€140K",140000
"15514",59,"€230K",230000
"15515",59,"€210K",210000
"15516",59,"€325K",325000
"15517",59,"€180K",180000
"15518",59,"€350K",350000
"15519",59,"€220K",220000
"15520",59,"€325K",325000
"15521",59,"€350K",350000
"15522",59,"€140K",140000
"15523",59,"€220K",220000
"15524",59,"€220K",220000
"15525",59,"€180K",180000
"15526",59,"€300K",300000
"15527",59,"€120K",120000
"15528",59,"€280K",280000
"15529",59,"€150K",150000
"15530",59,"€290K",290000
"15531",59,"€190K",190000
"15532",59,"€200K",200000
"15533",59,"€120K",120000
"15534",59,"€230K",230000
"15535",59,"€270K",270000
"15536",59,"€200K",200000
"15537",59,"€200K",200000
"15538",59,"€220K",220000
"15539",59,"€300K",300000
"15540",59,"€140K",140000
"15541",59,"€325K",325000
"15542",59,"€60K",60000
"15543",59,"€220K",220000
"15544",59,"€200K",200000
"15545",59,"€350K",350000
"15546",59,"€250K",250000
"15547",59,"€270K",270000
"15548",59,"€210K",210000
"15549",59,"€280K",280000
"15550",59,"€230K",230000
"15551",59,"€290K",290000
"15552",59,"€190K",190000
"15553",59,"€130K",130000
"15554",59,"€130K",130000
"15555",59,"€190K",190000
"15556",59,"€325K",325000
"15557",59,"€210K",210000
"15558",59,"€160K",160000
"15559",59,"€190K",190000
"15560",59,"€300K",300000
"15561",59,"€190K",190000
"15562",59,"€180K",180000
"15563",59,"€160K",160000
"15564",59,"€130K",130000
"15565",59,"€270K",270000
"15566",59,"€120K",120000
"15567",59,"€300K",300000
"15568",59,"€220K",220000
"15569",59,"€300K",300000
"15570",59,"€300K",300000
"15571",59,"€260K",260000
"15572",59,"€240K",240000
"15573",59,"€280K",280000
"15574",59,"€210K",210000
"15575",59,"€200K",200000
"15576",59,"€140K",140000
"15577",59,"€325K",325000
"15578",59,"€270K",270000
"15579",59,"€325K",325000
"15580",59,"€180K",180000
"15581",59,"€350K",350000
"15582",59,"€220K",220000
"15583",59,"€325K",325000
"15584",59,"€240K",240000
"15585",59,"€180K",180000
"15586",59,"€220K",220000
"15587",59,"€280K",280000
"15588",59,"€230K",230000
"15589",59,"€300K",300000
"15590",59,"€160K",160000
"15591",59,"€220K",220000
"15592",59,"€300K",300000
"15593",59,"€270K",270000
"15594",59,"€220K",220000
"15595",59,"€180K",180000
"15596",59,"€325K",325000
"15597",59,"€230K",230000
"15598",59,"€200K",200000
"15599",59,"€350K",350000
"15600",59,"€270K",270000
"15601",58,"€130K",130000
"15602",58,"€200K",200000
"15603",58,"€150K",150000
"15604",58,"€180K",180000
"15605",58,"€170K",170000
"15606",58,"€250K",250000
"15607",58,"€160K",160000
"15608",58,"€220K",220000
"15609",58,"€190K",190000
"15610",58,"€250K",250000
"15611",58,"€250K",250000
"15612",58,"€150K",150000
"15613",58,"€180K",180000
"15614",58,"€220K",220000
"15615",58,"€240K",240000
"15616",58,"€260K",260000
"15617",58,"€100K",100000
"15618",58,"€70K",70000
"15619",58,"€230K",230000
"15620",58,"€210K",210000
"15621",58,"€210K",210000
"15622",58,"€230K",230000
"15623",58,"€260K",260000
"15624",58,"€250K",250000
"15625",58,"€110K",110000
"15626",58,"€100K",100000
"15627",58,"€250K",250000
"15628",58,"€50K",50000
"15629",58,"€220K",220000
"15630",58,"€120K",120000
"15631",58,"€250K",250000
"15632",58,"€250K",250000
"15633",58,"€130K",130000
"15634",58,"€150K",150000
"15635",58,"€180K",180000
"15636",58,"€130K",130000
"15637",58,"€170K",170000
"15638",58,"€200K",200000
"15639",58,"€30K",30000
"15640",58,"€250K",250000
"15641",58,"€180K",180000
"15642",58,"€280K",280000
"15643",58,"€130K",130000
"15644",58,"€230K",230000
"15645",58,"€240K",240000
"15646",58,"€170K",170000
"15647",58,"€190K",190000
"15648",58,"€160K",160000
"15649",58,"€130K",130000
"15650",58,"€230K",230000
"15651",58,"€160K",160000
"15652",58,"€120K",120000
"15653",58,"€170K",170000
"15654",58,"€100K",100000
"15655",58,"€180K",180000
"15656",58,"€90K",90000
"15657",58,"€200K",200000
"15658",58,"€260K",260000
"15659",58,"€180K",180000
"15660",58,"€250K",250000
"15661",58,"€130K",130000
"15662",58,"€30K",30000
"15663",58,"€280K",280000
"15664",58,"€150K",150000
"15665",58,"€200K",200000
"15666",58,"€130K",130000
"15667",58,"€230K",230000
"15668",58,"€170K",170000
"15669",58,"€170K",170000
"15670",58,"€210K",210000
"15671",58,"€190K",190000
"15672",58,"€210K",210000
"15673",58,"€270K",270000
"15674",58,"€250K",250000
"15675",58,"€140K",140000
"15676",58,"€260K",260000
"15677",58,"€230K",230000
"15678",58,"€240K",240000
"15679",58,"€210K",210000
"15680",58,"€270K",270000
"15681",58,"€180K",180000
"15682",58,"€250K",250000
"15683",58,"€120K",120000
"15684",58,"€200K",200000
"15685",58,"€290K",290000
"15686",58,"€280K",280000
"15687",58,"€200K",200000
"15688",58,"€100K",100000
"15689",58,"€270K",270000
"15690",58,"€180K",180000
"15691",58,"€170K",170000
"15692",58,"€150K",150000
"15693",58,"€170K",170000
"15694",58,"€190K",190000
"15695",58,"€200K",200000
"15696",58,"€170K",170000
"15697",58,"€140K",140000
"15698",58,"€180K",180000
"15699",58,"€210K",210000
"15700",58,"€120K",120000
"15701",58,"€120K",120000
"15702",58,"€170K",170000
"15703",58,"€150K",150000
"15704",58,"€170K",170000
"15705",58,"€200K",200000
"15706",58,"€170K",170000
